cntry,cproddat,essround,fltlnl,happy,sclmeet,inmdisc,agea,filter
FI,12.12.2018,3,1,9,5,1,24,2
FI,12.12.2018,3,1,9,5,1,24,2
FI,12.12.2018,3,2,9,5,1,24,2
FI,12.12.2018,3,1,8,7,1,24,2
FI,12.12.2018,3,2,9,4,1,24,2
FI,12.12.2018,3,1,7,4,1,24,2
FI,12.12.2018,3,1,8,6,1,24,2
FR,12.12.2018,3,2,8,5,1,24,2
FR,12.12.2018,3,2,7,4,1,24,2
GB,12.12.2018,3,1,6,7,1,24,2
GB,12.12.2018,3,1,7,6,1,24,2
GB,12.12.2018,3,2,6,6,1,24,2
GB,12.12.2018,3,2,7,5,1,24,2
GB,12.12.2018,3,1,8,6,1,24,2
GB,12.12.2018,3,2,8,7,1,24,2
GB,12.12.2018,3,3,7,5,1,24,2
GB,12.12.2018,3,1,6,4,2,24,2
GB,12.12.2018,3,1,7,6,1,24,2
GB,12.12.2018,3,1,8,6,1,24,2
GB,12.12.2018,3,1,6,6,1,24,2
GB,12.12.2018,3,2,5,7,1,24,2
GB,12.12.2018,3,2,9,7,1,24,2
HU,12.12.2018,3,1,3,6,1,24,2
HU,12.12.2018,3,1,9,2,1,24,2
HU,12.12.2018,3,2,5,6,1,24,2
IE,12.12.2018,3,1,9,5,1,24,2
IE,12.12.2018,3,1,8,4,2,24,2
IE,12.12.2018,3,2,5,4,1,24,2
IE,12.12.2018,3,1,10,6,1,24,2
IE,12.12.2018,3,1,9,6,1,24,2
IE,12.12.2018,3,2,7,7,1,24,2
IE,12.12.2018,3,1,5,1,1,24,2
NL,12.12.2018,3,1,7,6,1,24,2
NL,12.12.2018,3,1,8,5,1,24,2
NL,12.12.2018,3,1,9,5,1,24,2
NL,12.12.2018,3,2,7,7,1,24,2
NL,12.12.2018,3,1,6,7,1,24,2
NO,12.12.2018,3,1,9,7,1,24,2
NO,12.12.2018,3,1,7,6,1,24,2
NO,12.12.2018,3,2,8,6,1,24,2
NO,12.12.2018,3,2,8,7,1,24,2
NO,12.12.2018,3,1,8,4,1,24,2
NO,12.12.2018,3,1,7,6,1,24,2
NO,12.12.2018,3,3,8,5,1,24,2
NO,12.12.2018,3,2,10,7,1,24,2
NO,12.12.2018,3,1,8,7,1,24,2
PL,12.12.2018,3,1,9,5,1,24,2
PL,12.12.2018,3,1,7,7,1,24,2
PL,12.12.2018,3,1,8,6,1,24,2
PL,12.12.2018,3,1,8,7,1,24,2
PL,12.12.2018,3,1,8,4,1,24,2
PL,12.12.2018,3,2,5,5,1,24,2
PL,12.12.2018,3,1,10,7,1,24,2
PL,12.12.2018,3,1,5,6,1,24,2
PL,12.12.2018,3,1,8,6,1,24,2
PL,12.12.2018,3,2,5,5,1,24,2
PL,12.12.2018,3,2,5,6,1,24,2
PT,12.12.2018,3,1,7,7,1,24,2
PT,12.12.2018,3,2,5,7,1,24,2
PT,12.12.2018,3,1,7,7,1,24,2
PT,12.12.2018,3,2,6,7,1,24,2
PT,12.12.2018,3,1,8,7,1,24,2
PT,12.12.2018,3,2,8,7,1,24,2
RU,12.12.2018,3,1,7,6,1,24,2
RU,12.12.2018,3,1,3,5,1,24,2
RU,12.12.2018,3,3,6,7,1,24,2
RU,12.12.2018,3,4,8,2,1,24,2
RU,12.12.2018,3,2,88,6,1,24,2
RU,12.12.2018,3,2,7,4,1,24,2
RU,12.12.2018,3,3,4,4,1,24,2
RU,12.12.2018,3,2,2,6,2,24,2
RU,12.12.2018,3,1,3,5,1,24,2
RU,12.12.2018,3,1,9,7,1,24,2
RU,12.12.2018,3,8,3,2,1,24,2
RU,12.12.2018,3,8,4,7,1,24,2
RU,12.12.2018,3,8,5,88,8,24,2
RU,12.12.2018,3,1,10,6,1,24,2
SE,12.12.2018,3,1,8,4,1,24,2
SE,12.12.2018,3,1,9,6,1,24,2
SE,12.12.2018,3,1,7,4,1,24,2
SE,12.12.2018,3,1,7,6,1,24,2
SE,12.12.2018,3,2,8,6,1,24,2
SE,12.12.2018,3,1,8,5,1,24,2
SE,12.12.2018,3,1,9,6,1,24,2
SE,12.12.2018,3,1,6,6,1,24,2
SI,12.12.2018,3,2,9,6,1,24,2
SI,12.12.2018,3,1,8,7,1,24,2
SI,12.12.2018,3,2,8,6,1,24,2
SI,12.12.2018,3,1,8,4,1,24,2
SI,12.12.2018,3,2,9,6,1,24,2
SI,12.12.2018,3,1,7,3,1,24,2
SI,12.12.2018,3,1,10,4,1,24,2
SI,12.12.2018,3,1,10,4,1,24,2
SK,12.12.2018,3,1,9,5,1,24,2
SK,12.12.2018,3,2,6,4,1,24,2
SK,12.12.2018,3,1,6,6,1,24,2
SK,12.12.2018,3,2,5,4,1,24,2
SK,12.12.2018,3,1,9,6,1,24,2
SK,12.12.2018,3,2,7,6,1,24,2
SK,12.12.2018,3,1,5,6,1,24,2
SK,12.12.2018,3,1,5,6,1,24,2
SK,12.12.2018,3,2,7,4,1,24,2
UA,12.12.2018,3,2,6,6,1,24,2
UA,12.12.2018,3,2,0,6,1,24,2
UA,12.12.2018,3,1,5,4,1,24,2
UA,12.12.2018,3,3,7,6,1,24,2
UA,12.12.2018,3,2,5,6,1,24,2
UA,12.12.2018,3,1,8,7,1,24,2
UA,12.12.2018,3,2,8,4,1,24,2
UA,12.12.2018,3,1,5,7,2,24,2
UA,12.12.2018,3,1,8,6,1,24,2
UA,12.12.2018,3,2,5,4,1,24,2
BE,12.12.2018,5,1,10,7,1,24,2
BE,12.12.2018,5,1,6,6,1,24,2
BE,12.12.2018,5,1,6,7,1,24,2
BE,12.12.2018,5,3,9,3,2,24,2
BE,12.12.2018,5,1,7,7,1,24,2
BE,12.12.2018,5,1,8,6,2,24,2
BE,12.12.2018,5,1,8,7,1,24,2
BE,12.12.2018,5,1,8,6,1,24,2
BE,12.12.2018,5,1,8,6,1,24,2
BG,12.12.2018,5,1,6,7,1,24,2
BG,12.12.2018,5,1,7,6,1,24,2
BG,12.12.2018,5,1,5,7,1,24,2
BG,12.12.2018,5,1,7,7,1,24,2
CH,12.12.2018,5,1,8,6,1,24,2
CH,12.12.2018,5,1,10,6,1,24,2
CH,12.12.2018,5,3,7,5,1,24,2
CH,12.12.2018,5,2,7,6,1,24,2
CH,12.12.2018,5,1,7,6,1,24,2
CH,12.12.2018,5,1,6,5,1,24,2
CH,12.12.2018,5,1,9,7,1,24,2
CH,12.12.2018,5,1,9,7,1,24,2
CH,12.12.2018,5,1,8,6,1,24,2
CY,12.12.2018,5,1,8,6,9,24,2
CY,12.12.2018,5,3,7,3,1,24,2
CY,12.12.2018,5,1,5,7,1,24,2
CY,12.12.2018,5,2,7,7,1,24,2
CZ,12.12.2018,5,1,7,4,1,24,2
CZ,12.12.2018,5,2,10,2,1,24,2
CZ,12.12.2018,5,2,5,4,2,24,2
CZ,12.12.2018,5,1,5,5,1,24,2
CZ,12.12.2018,5,2,8,6,1,24,2
CZ,12.12.2018,5,1,10,5,1,24,2
CZ,12.12.2018,5,2,7,6,1,24,2
CZ,12.12.2018,5,3,5,4,1,24,2
CZ,12.12.2018,5,3,6,5,1,24,2
CZ,12.12.2018,5,1,7,4,1,24,2
CZ,12.12.2018,5,2,5,5,1,24,2
DE,12.12.2018,5,1,7,5,1,24,2
DE,12.12.2018,5,1,9,7,1,24,2
DE,12.12.2018,5,1,8,5,1,24,2
DE,12.12.2018,5,2,7,6,2,24,2
DE,12.12.2018,5,1,7,6,1,24,2
DE,12.12.2018,5,1,9,7,1,24,2
DE,12.12.2018,5,2,8,5,1,24,2
DE,12.12.2018,5,1,7,6,1,24,2
DE,12.12.2018,5,1,5,6,1,24,2
DE,12.12.2018,5,1,8,6,1,24,2
DE,12.12.2018,5,2,7,6,1,24,2
DE,12.12.2018,5,2,9,6,1,24,2
DE,12.12.2018,5,1,10,5,1,24,2
DE,12.12.2018,5,1,8,6,1,24,2
DE,12.12.2018,5,1,1,7,1,24,2
DE,12.12.2018,5,2,7,7,1,24,2
DE,12.12.2018,5,1,7,6,1,24,2
DE,12.12.2018,5,1,8,6,1,24,2
DK,12.12.2018,5,1,8,7,1,24,2
DK,12.12.2018,5,1,10,6,1,24,2
DK,12.12.2018,5,1,3,7,1,24,2
DK,12.12.2018,5,4,8,6,1,24,2
DK,12.12.2018,5,1,8,6,1,24,2
DK,12.12.2018,5,1,6,7,1,24,2
EE,12.12.2018,5,1,8,6,1,24,2
EE,12.12.2018,5,2,10,6,1,24,2
EE,12.12.2018,5,1,10,7,1,24,2
EE,12.12.2018,5,2,5,5,1,24,2
EE,12.12.2018,5,1,8,1,1,24,2
EE,12.12.2018,5,1,6,7,1,24,2
EE,12.12.2018,5,1,7,6,1,24,2
EE,12.12.2018,5,1,10,7,1,24,2
ES,12.12.2018,5,2,7,7,1,24,2
ES,12.12.2018,5,1,8,6,1,24,2
ES,12.12.2018,5,2,7,6,1,24,2
ES,12.12.2018,5,2,7,4,1,24,2
ES,12.12.2018,5,1,7,3,1,24,2
FI,12.12.2018,5,1,6,6,1,24,2
FI,12.12.2018,5,1,8,6,1,24,2
FI,12.12.2018,5,1,7,7,1,24,2
FI,12.12.2018,5,1,9,6,1,24,2
FI,12.12.2018,5,4,4,5,1,24,2
FI,12.12.2018,5,2,8,7,1,24,2
FR,12.12.2018,5,1,10,7,2,24,2
FR,12.12.2018,5,1,2,6,2,24,2
FR,12.12.2018,5,1,9,6,1,24,2
FR,12.12.2018,5,2,7,5,1,24,2
FR,12.12.2018,5,2,5,6,1,24,2
FR,12.12.2018,5,3,4,6,1,24,2
FR,12.12.2018,5,3,7,7,1,24,2
FR,12.12.2018,5,1,10,6,1,24,2
FR,12.12.2018,5,1,10,6,1,24,2
FR,12.12.2018,5,2,7,5,1,24,2
GB,12.12.2018,5,1,7,6,1,24,2
GB,12.12.2018,5,2,5,6,1,24,2
GB,12.12.2018,5,1,9,2,1,24,2
GB,12.12.2018,5,1,7,5,1,24,2
GB,12.12.2018,5,2,7,4,2,24,2
GB,12.12.2018,5,3,9,6,1,24,2
GB,12.12.2018,5,2,6,7,1,24,2
GB,12.12.2018,5,1,6,5,1,24,2
GB,12.12.2018,5,1,8,6,1,24,2
GB,12.12.2018,5,1,6,7,1,24,2
GB,12.12.2018,5,2,5,2,1,24,2
GB,12.12.2018,5,1,6,2,1,24,2
GB,12.12.2018,5,1,9,5,1,24,2
GB,12.12.2018,5,1,7,5,1,24,2
GB,12.12.2018,5,1,7,6,1,24,2
GB,12.12.2018,5,1,9,6,1,24,2
GB,12.12.2018,5,2,10,3,1,24,2
GB,12.12.2018,5,1,7,7,1,24,2
GR,12.12.2018,5,1,7,5,1,24,2
GR,12.12.2018,5,1,10,4,1,24,2
GR,12.12.2018,5,2,4,3,1,24,2
GR,12.12.2018,5,1,8,5,1,24,2
GR,12.12.2018,5,1,8,7,1,24,2
GR,12.12.2018,5,2,8,5,2,24,2
GR,12.12.2018,5,1,6,6,1,24,2
GR,12.12.2018,5,1,7,7,1,24,2
GR,12.12.2018,5,1,10,7,1,24,2
GR,12.12.2018,5,2,7,6,1,24,2
GR,12.12.2018,5,1,7,6,1,24,2
GR,12.12.2018,5,2,88,4,1,24,2
GR,12.12.2018,5,1,7,6,1,24,2
GR,12.12.2018,5,1,6,4,1,24,2
GR,12.12.2018,5,2,9,7,1,24,2
HR,12.12.2018,5,2,8,6,1,24,2
HR,12.12.2018,5,2,7,6,1,24,2
HR,12.12.2018,5,4,10,7,1,24,2
HR,12.12.2018,5,2,5,6,1,24,2
HR,12.12.2018,5,2,6,6,1,24,2
HU,12.12.2018,5,1,8,4,1,24,2
HU,12.12.2018,5,1,8,6,1,24,2
HU,12.12.2018,5,1,1,3,1,24,2
HU,12.12.2018,5,1,5,7,1,24,2
HU,12.12.2018,5,1,8,7,1,24,2
IE,12.12.2018,5,1,8,7,1,24,2
IE,12.12.2018,5,1,9,6,1,24,2
IE,12.12.2018,5,1,6,6,1,24,2
IE,12.12.2018,5,2,4,4,2,24,2
IE,12.12.2018,5,2,5,6,1,24,2
IE,12.12.2018,5,1,9,6,8,24,2
IE,12.12.2018,5,2,7,3,1,24,2
IE,12.12.2018,5,1,7,3,1,24,2
IL,12.12.2018,5,1,10,6,1,24,2
IL,12.12.2018,5,1,10,7,1,24,2
IL,12.12.2018,5,2,9,7,1,24,2
IL,12.12.2018,5,1,10,7,1,24,2
IL,12.12.2018,5,1,8,6,1,24,2
IL,12.12.2018,5,2,10,5,1,24,2
IL,12.12.2018,5,2,7,6,2,24,2
IL,12.12.2018,5,2,9,7,1,24,2
IL,12.12.2018,5,1,9,7,1,24,2
IL,12.12.2018,5,1,8,6,1,24,2
IL,12.12.2018,5,1,7,6,1,24,2
IL,12.12.2018,5,1,9,6,1,24,2
IL,12.12.2018,5,1,7,7,1,24,2
IL,12.12.2018,5,1,10,7,1,24,2
IL,12.12.2018,5,1,9,7,1,24,2
IL,12.12.2018,5,1,6,4,1,24,2
IL,12.12.2018,5,8,7,6,8,24,2
LT,12.12.2018,5,1,8,6,1,24,2
LT,12.12.2018,5,1,7,2,1,24,2
LT,12.12.2018,5,3,4,5,1,24,2
LT,12.12.2018,5,1,9,5,1,24,2
NL,12.12.2018,5,1,5,6,1,24,2
NL,12.12.2018,5,1,7,6,1,24,2
NL,12.12.2018,5,1,10,5,1,24,2
NL,12.12.2018,5,1,8,6,1,24,2
NL,12.12.2018,5,1,9,6,1,24,2
NL,12.12.2018,5,1,8,7,1,24,2
NO,12.12.2018,5,1,7,6,1,24,2
NO,12.12.2018,5,1,7,7,1,24,2
NO,12.12.2018,5,1,9,7,1,24,2
NO,12.12.2018,5,1,8,6,1,24,2
NO,12.12.2018,5,1,8,7,1,24,2
NO,12.12.2018,5,2,8,7,2,24,2
NO,12.12.2018,5,2,7,6,1,24,2
NO,12.12.2018,5,2,9,6,1,24,2
PL,12.12.2018,5,1,5,7,1,24,2
PL,12.12.2018,5,1,8,5,1,24,2
PL,12.12.2018,5,1,7,6,1,24,2
PL,12.12.2018,5,2,3,4,1,24,2
PL,12.12.2018,5,1,9,6,1,24,2
PL,12.12.2018,5,1,9,3,1,24,2
PL,12.12.2018,5,1,9,5,1,24,2
PL,12.12.2018,5,2,4,5,1,24,2
PL,12.12.2018,5,1,4,6,1,24,2
PL,12.12.2018,5,1,8,4,1,24,2
PL,12.12.2018,5,1,8,5,1,24,2
PL,12.12.2018,5,2,7,6,1,24,2
PL,12.12.2018,5,1,7,6,1,24,2
PL,12.12.2018,5,3,7,7,1,24,2
PL,12.12.2018,5,1,5,2,1,24,2
PL,12.12.2018,5,1,9,3,1,24,2
PL,12.12.2018,5,2,10,7,1,24,2
PL,12.12.2018,5,1,7,7,1,24,2
PT,12.12.2018,5,2,6,6,1,24,2
PT,12.12.2018,5,1,8,7,1,24,2
PT,12.12.2018,5,1,10,2,1,24,2
PT,12.12.2018,5,1,9,4,1,24,2
PT,12.12.2018,5,1,8,7,7,24,2
PT,12.12.2018,5,1,7,7,1,24,2
PT,12.12.2018,5,2,5,7,1,24,2
PT,12.12.2018,5,1,6,7,1,24,2
PT,12.12.2018,5,1,7,7,1,24,2
RU,12.12.2018,5,1,7,4,1,24,2
RU,12.12.2018,5,1,6,7,1,24,2
RU,12.12.2018,5,2,6,6,1,24,2
RU,12.12.2018,5,3,3,2,1,24,2
RU,12.12.2018,5,1,5,4,1,24,2
RU,12.12.2018,5,1,8,6,1,24,2
RU,12.12.2018,5,1,4,6,1,24,2
RU,12.12.2018,5,1,8,6,1,24,2
RU,12.12.2018,5,1,10,6,1,24,2
RU,12.12.2018,5,2,8,2,2,24,2
RU,12.12.2018,5,2,1,5,1,24,2
RU,12.12.2018,5,1,10,6,1,24,2
RU,12.12.2018,5,1,8,6,1,24,2
RU,12.12.2018,5,3,7,4,8,24,2
RU,12.12.2018,5,2,6,88,1,24,2
RU,12.12.2018,5,2,7,6,1,24,2
RU,12.12.2018,5,1,10,3,1,24,2
RU,12.12.2018,5,1,5,2,1,24,2
RU,12.12.2018,5,1,9,7,1,24,2
RU,12.12.2018,5,4,4,6,1,24,2
RU,12.12.2018,5,8,5,4,1,24,2
RU,12.12.2018,5,2,7,4,1,24,2
RU,12.12.2018,5,1,7,5,1,24,2
SE,12.12.2018,5,1,7,7,1,24,2
SE,12.12.2018,5,3,4,5,1,24,2
SE,12.12.2018,5,3,10,6,1,24,2
SE,12.12.2018,5,1,7,6,1,24,2
SE,12.12.2018,5,1,8,7,1,24,2
SI,12.12.2018,5,1,6,5,1,24,2
SI,12.12.2018,5,2,8,6,1,24,2
SI,12.12.2018,5,2,7,5,1,24,2
SI,12.12.2018,5,1,9,7,1,24,2
SK,12.12.2018,5,1,7,4,1,24,2
SK,12.12.2018,5,1,6,3,1,24,2
SK,12.12.2018,5,2,9,5,1,24,2
SK,12.12.2018,5,1,8,4,1,24,2
SK,12.12.2018,5,1,7,5,1,24,2
SK,12.12.2018,5,1,4,7,1,24,2
UA,12.12.2018,5,1,6,7,1,24,2
UA,12.12.2018,5,8,5,6,1,24,2
UA,12.12.2018,5,4,2,5,1,24,2
UA,12.12.2018,5,1,8,7,1,24,2
UA,12.12.2018,5,1,9,4,1,24,2
UA,12.12.2018,5,1,6,6,1,24,2
UA,12.12.2018,5,1,8,7,1,24,2
UA,12.12.2018,5,1,1,2,1,24,2
UA,12.12.2018,5,1,7,7,1,24,2
UA,12.12.2018,5,1,6,6,1,24,2
BE,12.12.2018,6,1,8,6,,24,2
BE,12.12.2018,6,1,7,4,,24,2
BE,12.12.2018,6,2,8,4,,24,2
BE,12.12.2018,6,1,7,5,,24,2
BE,12.12.2018,6,1,9,6,,24,2
BE,12.12.2018,6,1,8,7,,24,2
BE,12.12.2018,6,1,8,7,,24,2
BE,12.12.2018,6,2,7,7,,24,2
BE,12.12.2018,6,2,7,6,,24,2
BE,12.12.2018,6,1,9,7,,24,2
BE,12.12.2018,6,2,7,4,,24,2
BE,12.12.2018,6,1,8,3,,24,2
BE,12.12.2018,6,1,8,6,,24,2
BE,12.12.2018,6,1,8,3,,24,2
BG,12.12.2018,6,3,4,3,,24,2
BG,12.12.2018,6,1,10,7,,24,2
BG,12.12.2018,6,1,5,6,,24,2
BG,12.12.2018,6,1,0,7,,24,2
BG,12.12.2018,6,1,10,5,,24,2
CH,12.12.2018,6,2,7,6,,24,2
CH,12.12.2018,6,1,8,6,,24,2
CH,12.12.2018,6,1,10,4,,24,2
CH,12.12.2018,6,1,8,7,,24,2
CH,12.12.2018,6,1,7,7,,24,2
CH,12.12.2018,6,1,9,6,,24,2
CH,12.12.2018,6,1,8,7,,24,2
CH,12.12.2018,6,1,9,7,,24,2
CH,12.12.2018,6,1,10,4,,24,2
CH,12.12.2018,6,1,8,3,,24,2
CY,12.12.2018,6,1,7,6,,24,2
CY,12.12.2018,6,1,7,7,,24,2
CY,12.12.2018,6,1,8,7,,24,2
CY,12.12.2018,6,2,8,5,,24,2
CY,12.12.2018,6,2,6,4,,24,2
CY,12.12.2018,6,1,7,5,,24,2
CZ,12.12.2018,6,3,8,6,,24,2
CZ,12.12.2018,6,1,10,2,,24,2
CZ,12.12.2018,6,1,10,7,,24,2
CZ,12.12.2018,6,2,6,3,,24,2
CZ,12.12.2018,6,3,4,4,,24,2
CZ,12.12.2018,6,4,8,6,,24,2
CZ,12.12.2018,6,1,8,5,,24,2
CZ,12.12.2018,6,3,6,4,,24,2
DE,12.12.2018,6,1,10,5,,24,2
DE,12.12.2018,6,2,7,4,,24,2
DE,12.12.2018,6,1,10,4,,24,2
DE,12.12.2018,6,1,8,6,,24,2
DE,12.12.2018,6,2,7,7,,24,2
DE,12.12.2018,6,1,10,6,,24,2
DE,12.12.2018,6,2,8,5,,24,2
DE,12.12.2018,6,1,8,6,,24,2
DE,12.12.2018,6,1,10,6,,24,2
DE,12.12.2018,6,1,7,7,,24,2
DE,12.12.2018,6,4,3,7,,24,2
DE,12.12.2018,6,1,8,6,,24,2
DK,12.12.2018,6,1,9,6,,24,2
DK,12.12.2018,6,1,9,7,,24,2
DK,12.12.2018,6,1,6,7,,24,2
DK,12.12.2018,6,1,10,7,,24,2
DK,12.12.2018,6,1,10,6,,24,2
EE,12.12.2018,6,1,9,7,,24,2
EE,12.12.2018,6,1,7,5,,24,2
EE,12.12.2018,6,1,8,4,,24,2
EE,12.12.2018,6,1,9,3,,24,2
EE,12.12.2018,6,2,5,7,,24,2
EE,12.12.2018,6,1,9,4,,24,2
EE,12.12.2018,6,1,5,4,,24,2
EE,12.12.2018,6,1,9,6,,24,2
EE,12.12.2018,6,2,5,1,,24,2
EE,12.12.2018,6,1,7,6,,24,2
EE,12.12.2018,6,1,8,5,,24,2
EE,12.12.2018,6,1,8,5,,24,2
EE,12.12.2018,6,1,8,6,,24,2
EE,12.12.2018,6,2,5,4,,24,2
EE,12.12.2018,6,1,2,5,,24,2
EE,12.12.2018,6,3,9,5,,24,2
EE,12.12.2018,6,2,5,6,,24,2
EE,12.12.2018,6,2,6,6,,24,2
ES,12.12.2018,6,2,8,7,,24,2
ES,12.12.2018,6,1,7,5,,24,2
ES,12.12.2018,6,1,8,6,,24,2
ES,12.12.2018,6,1,9,5,,24,2
ES,12.12.2018,6,1,6,6,,24,2
FI,12.12.2018,6,1,8,4,,24,2
FI,12.12.2018,6,1,10,7,,24,2
FI,12.12.2018,6,1,8,6,,24,2
FI,12.12.2018,6,2,8,6,,24,2
FI,12.12.2018,6,1,8,6,,24,2
FI,12.12.2018,6,1,8,7,,24,2
FI,12.12.2018,6,1,8,7,,24,2
FI,12.12.2018,6,1,8,6,,24,2
FR,12.12.2018,6,3,9,6,,24,2
FR,12.12.2018,6,2,8,6,,24,2
FR,12.12.2018,6,1,7,5,,24,2
FR,12.12.2018,6,1,7,6,,24,2
FR,12.12.2018,6,1,9,6,,24,2
FR,12.12.2018,6,2,10,6,,24,2
FR,12.12.2018,6,2,10,4,,24,2
FR,12.12.2018,6,1,5,6,,24,2
FR,12.12.2018,6,1,8,4,,24,2
GB,12.12.2018,6,1,9,6,,24,2
GB,12.12.2018,6,1,8,6,,24,2
GB,12.12.2018,6,1,9,5,,24,2
GB,12.12.2018,6,2,8,6,,24,2
GB,12.12.2018,6,3,4,6,,24,2
GB,12.12.2018,6,2,8,5,,24,2
GB,12.12.2018,6,2,6,6,,24,2
GB,12.12.2018,6,1,8,6,,24,2
GB,12.12.2018,6,1,5,5,,24,2
HU,12.12.2018,6,1,5,4,,24,2
HU,12.12.2018,6,1,8,4,,24,2
HU,12.12.2018,6,3,7,6,,24,2
HU,12.12.2018,6,2,7,4,,24,2
HU,12.12.2018,6,1,8,7,,24,2
HU,12.12.2018,6,2,5,3,,24,2
HU,12.12.2018,6,8,6,2,,24,2
HU,12.12.2018,6,2,5,6,,24,2
HU,12.12.2018,6,2,5,3,,24,2
IE,12.12.2018,6,3,3,5,,24,2
IE,12.12.2018,6,1,7,6,,24,2
IE,12.12.2018,6,1,9,2,,24,2
IE,12.12.2018,6,1,8,7,,24,2
IE,12.12.2018,6,2,4,5,,24,2
IE,12.12.2018,6,1,9,5,,24,2
IE,12.12.2018,6,2,5,6,,24,2
IE,12.12.2018,6,2,8,7,,24,2
IE,12.12.2018,6,1,8,6,,24,2
IE,12.12.2018,6,1,10,6,,24,2
IE,12.12.2018,6,1,5,5,,24,2
IE,12.12.2018,6,1,7,4,,24,2
IE,12.12.2018,6,2,10,4,,24,2
IE,12.12.2018,6,1,7,2,,24,2
IE,12.12.2018,6,1,10,6,,24,2
IL,12.12.2018,6,1,10,6,,24,2
IL,12.12.2018,6,1,10,6,,24,2
IL,12.12.2018,6,1,8,7,,24,2
IL,12.12.2018,6,2,8,7,,24,2
IL,12.12.2018,6,1,10,5,,24,2
IL,12.12.2018,6,2,9,5,,24,2
IL,12.12.2018,6,2,8,5,,24,2
IL,12.12.2018,6,1,6,4,,24,2
IL,12.12.2018,6,1,9,3,,24,2
IL,12.12.2018,6,2,5,7,,24,2
IL,12.12.2018,6,1,9,6,,24,2
IL,12.12.2018,6,2,7,6,,24,2
IL,12.12.2018,6,2,6,4,,24,2
IS,12.12.2018,6,2,10,7,,24,2
IS,12.12.2018,6,1,7,5,,24,2
IS,12.12.2018,6,1,9,4,,24,2
IS,12.12.2018,6,2,6,7,,24,2
IS,12.12.2018,6,2,88,3,,24,2
IS,12.12.2018,6,1,9,6,,24,2
IS,12.12.2018,6,1,9,4,,24,2
IS,12.12.2018,6,1,10,7,,24,2
IS,12.12.2018,6,1,9,7,,24,2
IT,12.12.2018,6,3,9,4,,24,2
IT,12.12.2018,6,2,8,6,,24,2
IT,12.12.2018,6,1,7,7,,24,2
IT,12.12.2018,6,9,9,6,,24,2
IT,12.12.2018,6,1,10,7,,24,2
LT,12.12.2018,6,1,9,3,,24,2
LT,12.12.2018,6,2,9,4,,24,2
LT,12.12.2018,6,3,1,7,,24,2
LT,12.12.2018,6,1,8,6,,24,2
LT,12.12.2018,6,1,9,7,,24,2
LT,12.12.2018,6,2,88,6,,24,2
LT,12.12.2018,6,3,2,7,,24,2
LT,12.12.2018,6,1,8,4,,24,2
LT,12.12.2018,6,1,8,5,,24,2
LT,12.12.2018,6,1,5,6,,24,2
LT,12.12.2018,6,1,8,5,,24,2
NL,12.12.2018,6,2,6,7,,24,2
NL,12.12.2018,6,2,6,6,,24,2
NL,12.12.2018,6,2,8,6,,24,2
NL,12.12.2018,6,2,9,6,,24,2
NL,12.12.2018,6,2,7,6,,24,2
NL,12.12.2018,6,1,10,6,,24,2
NL,12.12.2018,6,1,10,6,,24,2
NL,12.12.2018,6,1,7,7,,24,2
NL,12.12.2018,6,1,9,6,,24,2
NO,12.12.2018,6,2,9,7,,24,2
NO,12.12.2018,6,1,8,6,,24,2
NO,12.12.2018,6,1,10,6,,24,2
PL,12.12.2018,6,1,6,6,,24,2
PL,12.12.2018,6,3,7,4,,24,2
PL,12.12.2018,6,1,8,5,,24,2
PL,12.12.2018,6,1,8,2,,24,2
PL,12.12.2018,6,1,99,2,,24,2
PL,12.12.2018,6,1,10,4,,24,2
PL,12.12.2018,6,1,3,5,,24,2
PL,12.12.2018,6,1,10,7,,24,2
PL,12.12.2018,6,1,8,6,,24,2
PL,12.12.2018,6,1,5,4,,24,2
PL,12.12.2018,6,1,8,5,,24,2
PL,12.12.2018,6,1,10,6,,24,2
PL,12.12.2018,6,2,8,4,,24,2
PT,12.12.2018,6,1,8,4,,24,2
PT,12.12.2018,6,2,4,7,,24,2
PT,12.12.2018,6,1,7,7,,24,2
PT,12.12.2018,6,1,4,7,,24,2
PT,12.12.2018,6,1,8,7,,24,2
PT,12.12.2018,6,1,6,7,,24,2
PT,12.12.2018,6,1,8,7,,24,2
PT,12.12.2018,6,1,10,7,,24,2
PT,12.12.2018,6,2,8,4,,24,2
PT,12.12.2018,6,1,7,6,,24,2
RU,12.12.2018,6,2,6,6,,24,2
RU,12.12.2018,6,1,7,7,,24,2
RU,12.12.2018,6,1,7,5,,24,2
RU,12.12.2018,6,1,6,2,,24,2
RU,12.12.2018,6,4,3,7,,24,2
RU,12.12.2018,6,1,7,6,,24,2
RU,12.12.2018,6,8,88,5,,24,2
RU,12.12.2018,6,1,5,4,,24,2
RU,12.12.2018,6,1,7,2,,24,2
RU,12.12.2018,6,2,5,4,,24,2
RU,12.12.2018,6,1,7,6,,24,2
RU,12.12.2018,6,1,10,6,,24,2
RU,12.12.2018,6,1,8,4,,24,2
RU,12.12.2018,6,2,5,3,,24,2
RU,12.12.2018,6,1,9,6,,24,2
RU,12.12.2018,6,2,7,6,,24,2
RU,12.12.2018,6,2,4,5,,24,2
RU,12.12.2018,6,2,8,7,,24,2
RU,12.12.2018,6,1,8,6,,24,2
RU,12.12.2018,6,1,7,7,,24,2
SE,12.12.2018,6,1,10,6,,24,2
